  iter           loss   elapsed_time
     0         1.7335    00:00:00:00
    10         1.7109    00:00:00:00
    20         1.6871    00:00:00:00
    30         1.6524    00:00:00:00
    40         1.6086    00:00:00:01
    50         1.6248    00:00:00:01
    60         1.4379    00:00:00:01
    70         1.4696    00:00:00:01
    80         1.3078    00:00:00:01
    90         1.4216    00:00:00:01
   100         1.3125    00:00:00:02
   110         1.3690    00:00:00:02
   120         1.3801    00:00:00:02
   130         1.5201    00:00:00:02
   140         1.3936    00:00:00:02
   150         1.4206    00:00:00:03
   160         1.2238    00:00:00:03
   170         1.5518    00:00:00:03
   180         1.3288    00:00:00:03
   190         1.4050    00:00:00:03
   200         1.0430    00:00:00:04
   210         1.3813    00:00:00:04
   220         1.3394    00:00:00:04
   230         1.3195    00:00:00:04
   240         1.3774    00:00:00:04
   250         1.0333    00:00:00:05
   260         1.5201    00:00:00:05
   270         1.4064    00:00:00:05
   280         1.1271    00:00:00:05
   290         1.3121    00:00:00:05
   300         1.3184    00:00:00:06
   310         1.4753    00:00:00:06
   320         1.3480    00:00:00:06
   330         1.1290    00:00:00:06
   340         1.3561    00:00:00:06
   350         1.1584    00:00:00:07
   360         1.2589    00:00:00:07
   370         1.4522    00:00:00:07
   380         1.5452    00:00:00:07
   390         1.2123    00:00:00:07
   400         1.3998    00:00:00:07
   410         1.3630    00:00:00:08
   420         1.3333    00:00:00:08
   430         1.0659    00:00:00:08
   440         1.1597    00:00:00:08
   450         1.4711    00:00:00:08
   460         1.4126    00:00:00:09
   470         1.3662    00:00:00:09
   480         1.3353    00:00:00:09
   490         1.4581    00:00:00:09
   500         1.2274    00:00:00:09
   510         1.0355    00:00:00:10
   520         1.3539    00:00:00:10
   530         1.3611    00:00:00:10
   540         1.4047    00:00:00:10
   550         1.2649    00:00:00:10
   560         1.3763    00:00:00:11
   570         1.4355    00:00:00:11
   580         1.4662    00:00:00:11
   590         1.1572    00:00:00:11
   600         1.5241    00:00:00:11
   610         1.4608    00:00:00:12
   620         1.2326    00:00:00:12
   630         1.3109    00:00:00:12
   640         1.2787    00:00:00:12
   650         1.2291    00:00:00:12
   660         1.3823    00:00:00:13
   670         1.2412    00:00:00:13
   680         1.2009    00:00:00:13
   690         1.4240    00:00:00:13
   700         1.4135    00:00:00:13
   710         1.2054    00:00:00:14
   720         1.1307    00:00:00:14
   730         1.6788    00:00:00:14
   740         1.4407    00:00:00:14
   750         1.2146    00:00:00:14
   760         1.1572    00:00:00:14
   770         1.3560    00:00:00:15
   780         1.2363    00:00:00:15
   790         1.2635    00:00:00:15
   800         1.2361    00:00:00:15
   810         1.0792    00:00:00:15
   820         1.1759    00:00:00:16
   830         1.6996    00:00:00:16
   840         1.1473    00:00:00:16
   850         1.2480    00:00:00:16
   860         1.1398    00:00:00:16
   870         1.3167    00:00:00:17
   880         1.2843    00:00:00:17
   890         1.1353    00:00:00:17
   900         1.3606    00:00:00:17
   910         1.4051    00:00:00:17
   920         1.2715    00:00:00:18
   930         1.0589    00:00:00:18
   940         1.3419    00:00:00:18
   950         1.4749    00:00:00:18
   960         1.3375    00:00:00:18
   970         1.0371    00:00:00:19
   980         0.9110    00:00:00:19
   990         1.1243    00:00:00:19
  1000         1.0712    00:00:00:19
  1010         1.4827    00:00:00:19
  1020         1.2978    00:00:00:20
  1030         1.2829    00:00:00:20
  1040         1.1976    00:00:00:20
  1050         1.1313    00:00:00:20
  1060         1.4111    00:00:00:20
  1070         1.1094    00:00:00:20
  1080         1.2834    00:00:00:21
  1090         1.3202    00:00:00:21
  1100         1.5682    00:00:00:21
  1110         0.8669    00:00:00:21
  1120         0.9669    00:00:00:21
  1130         1.2039    00:00:00:22
  1140         0.8753    00:00:00:22
  1150         0.9663    00:00:00:22
  1160         0.7933    00:00:00:22
  1170         1.0957    00:00:00:22
  1180         1.0900    00:00:00:23
  1190         0.9320    00:00:00:23
  1200         1.2337    00:00:00:23
  1210         1.3435    00:00:00:23
  1220         1.1073    00:00:00:23
  1230         1.0969    00:00:00:24
  1240         1.0338    00:00:00:24
  1250         1.0729    00:00:00:24
  1260         1.3229    00:00:00:24
  1270         1.1690    00:00:00:24
  1280         0.9734    00:00:00:25
  1290         1.1851    00:00:00:25
  1300         1.1019    00:00:00:25
  1310         1.2606    00:00:00:25
  1320         1.2800    00:00:00:25
  1330         1.0375    00:00:00:26
  1340         1.0118    00:00:00:26
  1350         1.0554    00:00:00:26
