  iter           loss   elapsed_time
     0         1.7890    00:00:00:04
    10         1.7915    00:00:00:04
    20         1.7600    00:00:00:04
    30         1.7132    00:00:00:05
    40         1.6625    00:00:00:05
    50         1.5903    00:00:00:06
    60         1.4989    00:00:00:06
    70         1.4492    00:00:00:07
    80         1.3865    00:00:00:07
    90         1.5219    00:00:00:08
   100         1.2095    00:00:00:08
   110         1.2977    00:00:00:09
   120         1.3655    00:00:00:09
   130         1.3971    00:00:00:10
   140         1.2978    00:00:00:10
   150         1.6344    00:00:00:11
   160         1.5436    00:00:00:11
   170         1.4336    00:00:00:12
   180         1.2478    00:00:00:12
   190         1.4189    00:00:00:13
   200         1.2623    00:00:00:14
   210         1.5876    00:00:00:14
   220         1.2401    00:00:00:15
   230         1.5186    00:00:00:15
   240         1.5789    00:00:00:16
   250         1.3627    00:00:00:16
   260         1.2555    00:00:00:17
   270         1.4558    00:00:00:17
   280         1.1189    00:00:00:18
   290         1.4254    00:00:00:18
   300         1.1971    00:00:00:19
   310         1.2677    00:00:00:19
   320         1.4907    00:00:00:20
   330         1.3049    00:00:00:21
   340         1.4899    00:00:00:21
   350         1.1064    00:00:00:22
   360         1.1587    00:00:00:22
   370         1.2122    00:00:00:23
   380         1.1488    00:00:00:24
   390         1.4097    00:00:00:24
   400         1.4371    00:00:00:25
   410         1.1748    00:00:00:26
   420         1.2842    00:00:00:26
   430         1.3727    00:00:00:27
   440         1.3256    00:00:00:27
   450         1.1610    00:00:00:27
   460         1.1937    00:00:00:28
   470         1.1549    00:00:00:28
   480         1.3050    00:00:00:29
   490         1.3063    00:00:00:29
   500         1.2086    00:00:00:30
   510         1.1307    00:00:00:30
   520         0.9124    00:00:00:31
   530         1.2163    00:00:00:31
   540         1.1388    00:00:00:31
   550         1.2712    00:00:00:32
   560         1.5478    00:00:00:32
   570         1.3385    00:00:00:33
   580         1.1407    00:00:00:33
   590         1.5447    00:00:00:33
   600         1.3528    00:00:00:34
   610         1.1108    00:00:00:34
   620         1.2631    00:00:00:35
   630         1.2928    00:00:00:35
   640         1.3077    00:00:00:35
   650         1.3514    00:00:00:36
   660         1.1271    00:00:00:36
   670         1.3573    00:00:00:37
   680         1.0294    00:00:00:37
   690         1.4522    00:00:00:38
   700         1.3009    00:00:00:38
   710         1.2203    00:00:00:39
   720         1.2122    00:00:00:39
   730         1.1204    00:00:00:39
   740         1.2315    00:00:00:40
   750         1.3561    00:00:00:40
   760         1.2363    00:00:00:41
   770         1.0680    00:00:00:41
   780         1.2183    00:00:00:41
   790         1.2440    00:00:00:42
   800         1.1740    00:00:00:42
   810         0.9772    00:00:00:43
   820         0.8903    00:00:00:43
   830         1.4531    00:00:00:43
   840         1.0456    00:00:00:44
   850         1.2672    00:00:00:44
   860         1.3373    00:00:00:45
   870         1.3549    00:00:00:45
   880         1.5181    00:00:00:46
   890         1.5209    00:00:00:46
   900         1.1021    00:00:00:47
   910         1.2583    00:00:00:47
   920         1.4205    00:00:00:47
   930         1.1871    00:00:00:48
   940         1.1733    00:00:00:48
   950         1.3245    00:00:00:49
   960         1.6814    00:00:00:49
   970         1.1903    00:00:00:50
   980         1.1264    00:00:00:50
   990         1.1941    00:00:00:51
  1000         0.9900    00:00:00:51
  1010         1.0326    00:00:00:52
  1020         0.8596    00:00:00:52
  1030         1.2053    00:00:00:52
  1040         1.1981    00:00:00:53
  1050         1.1709    00:00:00:53
  1060         1.0307    00:00:00:54
  1070         1.1487    00:00:00:54
  1080         0.9185    00:00:00:54
  1090         1.0799    00:00:00:55
  1100         1.0776    00:00:00:55
  1110         1.1455    00:00:00:56
  1120         1.3804    00:00:00:56
  1130         0.9493    00:00:00:56
  1140         1.0342    00:00:00:57
  1150         1.1639    00:00:00:57
  1160         1.0300    00:00:00:58
  1170         1.2365    00:00:00:58
  1180         1.2635    00:00:00:59
  1190         1.1111    00:00:00:59
  1200         1.2021    00:00:00:59
  1210         1.3850    00:00:01:00
  1220         1.3046    00:00:01:00
  1230         1.1215    00:00:01:01
  1240         0.7531    00:00:01:01
  1250         1.3592    00:00:01:02
  1260         1.3243    00:00:01:02
  1270         0.8839    00:00:01:03
  1280         1.0445    00:00:01:03
  1290         0.9868    00:00:01:03
  1300         1.1465    00:00:01:04
  1310         0.9658    00:00:01:04
  1320         0.8215    00:00:01:05
  1330         1.0856    00:00:01:05
  1340         1.3095    00:00:01:05
  1350         1.0961    00:00:01:06
  1360         1.1694    00:00:01:06
  1370         0.9775    00:00:01:07
  1380         1.1964    00:00:01:07
  1390         1.1051    00:00:01:07
  1400         1.0330    00:00:01:08
  1410         1.0797    00:00:01:08
  1420         1.2794    00:00:01:09
  1430         1.0848    00:00:01:09
  1440         1.2002    00:00:01:09
  1450         1.2158    00:00:01:10
  1460         0.9511    00:00:01:10
  1470         1.1334    00:00:01:11
  1480         1.2633    00:00:01:11
  1490         1.1184    00:00:01:11
  1500         1.1556    00:00:01:12
  1510         0.9432    00:00:01:12
  1520         1.0783    00:00:01:13
  1530         1.3170    00:00:01:13
  1540         1.1208    00:00:01:13
  1550         1.5495    00:00:01:14
  1560         1.3060    00:00:01:14
  1570         1.0015    00:00:01:15
  1580         1.1058    00:00:01:15
  1590         0.9809    00:00:01:16
  1600         1.0379    00:00:01:17
  1610         1.0106    00:00:01:18
  1620         1.0853    00:00:01:18
  1630         0.9112    00:00:01:19
  1640         0.9718    00:00:01:20
  1650         0.6922    00:00:01:21
  1660         1.0678    00:00:01:21
  1670         0.9159    00:00:01:22
  1680         0.9332    00:00:01:23
  1690         1.3263    00:00:01:24
  1700         1.0153    00:00:01:24
  1710         1.0006    00:00:01:25
  1720         1.1092    00:00:01:26
  1730         1.1379    00:00:01:26
  1740         1.1384    00:00:01:27
  1750         1.0620    00:00:01:28
  1760         0.7095    00:00:01:28
  1770         0.9779    00:00:01:29
  1780         1.0193    00:00:01:30
  1790         0.9298    00:00:01:30
  1800         1.1474    00:00:01:31
  1810         1.0696    00:00:01:31
  1820         0.7437    00:00:01:32
  1830         0.9098    00:00:01:33
  1840         0.8704    00:00:01:34
  1850         1.1535    00:00:01:34
  1860         0.9858    00:00:01:35
  1870         0.6392    00:00:01:36
  1880         0.9678    00:00:01:36
  1890         0.9449    00:00:01:37
  1900         0.7858    00:00:01:38
  1910         0.8056    00:00:01:38
  1920         0.7276    00:00:01:39
  1930         0.8704    00:00:01:40
  1940         0.9840    00:00:01:40
  1950         0.9741    00:00:01:41
  1960         0.7649    00:00:01:42
  1970         0.8648    00:00:01:42
  1980         1.2712    00:00:01:43
  1990         1.0811    00:00:01:44
  2000         1.1214    00:00:01:44
  2010         1.0072    00:00:01:45
  2020         0.9205    00:00:01:45
  2030         1.1972    00:00:01:46
  2040         1.2611    00:00:01:47
  2050         1.0620    00:00:01:47
  2060         0.9828    00:00:01:48
  2070         1.1804    00:00:01:49
  2080         1.0042    00:00:01:50
  2090         1.2160    00:00:01:51
  2100         0.7388    00:00:01:51
  2110         1.3549    00:00:01:52
  2120         1.1106    00:00:01:53
  2130         1.0011    00:00:01:53
  2140         0.9657    00:00:01:54
  2150         0.9265    00:00:01:55
  2160         0.8461    00:00:01:55
  2170         0.8875    00:00:01:56
  2180         0.6748    00:00:01:57
  2190         0.7579    00:00:01:57
  2200         1.2164    00:00:01:58
  2210         0.8911    00:00:01:59
  2220         0.8202    00:00:01:59
  2230         0.8211    00:00:02:00
  2240         0.9719    00:00:02:01
  2250         0.7467    00:00:02:01
  2260         0.8627    00:00:02:02
  2270         0.8564    00:00:02:02
  2280         0.8221    00:00:02:03
  2290         1.1072    00:00:02:04
  2300         1.1045    00:00:02:05
  2310         0.9417    00:00:02:06
  2320         0.9636    00:00:02:06
  2330         1.1167    00:00:02:07
  2340         0.9170    00:00:02:08
  2350         0.8471    00:00:02:08
  2360         0.8365    00:00:02:09
  2370         0.7536    00:00:02:10
  2380         1.0961    00:00:02:11
  2390         0.7408    00:00:02:11
  2400         0.6220    00:00:02:12
  2410         1.0660    00:00:02:12
  2420         0.8987    00:00:02:13
  2430         1.0609    00:00:02:14
  2440         0.8005    00:00:02:14
  2450         0.8896    00:00:02:15
  2460         1.0275    00:00:02:16
  2470         1.1274    00:00:02:16
  2480         1.1519    00:00:02:17
  2490         0.8509    00:00:02:18
  2500         0.9911    00:00:02:19
  2510         0.6852    00:00:02:20
  2520         0.9234    00:00:02:21
  2530         1.0453    00:00:02:22
  2540         0.7776    00:00:02:23
  2550         0.8224    00:00:02:24
  2560         0.7450    00:00:02:25
  2570         0.9807    00:00:02:26
  2580         0.7707    00:00:02:27
  2590         0.9296    00:00:02:27
  2600         0.8644    00:00:02:28
  2610         0.8879    00:00:02:28
  2620         0.6700    00:00:02:29
  2630         0.8209    00:00:02:30
  2640         0.7701    00:00:02:30
  2650         0.8421    00:00:02:31
  2660         0.9391    00:00:02:32
  2670         0.8986    00:00:02:32
  2680         0.9814    00:00:02:33
  2690         0.9726    00:00:02:33
  2700         1.0797    00:00:02:34
  2710         0.8327    00:00:02:35
  2720         1.0020    00:00:02:35
  2730         0.7766    00:00:02:36
  2740         0.8835    00:00:02:37
  2750         1.1687    00:00:02:38
  2760         0.8640    00:00:02:38
  2770         0.9633    00:00:02:39
  2780         0.8232    00:00:02:40
  2790         1.0614    00:00:02:40
  2800         0.8346    00:00:02:41
  2810         1.0465    00:00:02:42
  2820         0.7550    00:00:02:42
  2830         1.3762    00:00:02:43
  2840         0.8852    00:00:02:43
  2850         0.5775    00:00:02:44
  2860         0.9014    00:00:02:45
  2870         1.3234    00:00:02:45
  2880         1.0493    00:00:02:46
  2890         0.8129    00:00:02:47
  2900         1.0794    00:00:02:47
  2910         0.8349    00:00:02:48
  2920         1.1714    00:00:02:49
  2930         0.7877    00:00:02:49
  2940         0.7813    00:00:02:50
  2950         1.4340    00:00:02:51
  2951         0.6996    00:00:05:27
  2961         1.0724    00:00:05:28
  2971         0.8758    00:00:05:28
  2981         0.5637    00:00:05:29
  2991         0.9461    00:00:05:30
  3001         0.8899    00:00:05:31
  3011         0.8557    00:00:05:31
  3021         1.0268    00:00:05:32
  3031         0.6532    00:00:05:32
  3041         0.7811    00:00:05:33
  3051         0.6734    00:00:05:34
  3061         1.0504    00:00:05:34
  3071         0.8303    00:00:05:35
  3081         0.6799    00:00:05:35
  3091         0.9528    00:00:05:35
  3101         0.5882    00:00:05:36
  3111         0.9515    00:00:05:36
  3121         1.0239    00:00:05:37
  3131         1.2864    00:00:05:37
  3141         0.9098    00:00:05:37
  3151         0.8324    00:00:05:38
  3161         0.9114    00:00:05:38
  3171         0.8462    00:00:05:39
  3181         1.0087    00:00:05:39
  3191         0.8575    00:00:05:39
  3201         0.5154    00:00:05:40
  3211         0.8574    00:00:05:40
  3221         0.7777    00:00:05:41
  3231         0.6731    00:00:05:41
  3241         0.5751    00:00:05:42
  3251         0.6780    00:00:05:42
  3261         1.0063    00:00:05:42
  3271         0.8872    00:00:05:43
  3281         0.5342    00:00:05:43
  3291         0.9835    00:00:05:44
  3301         0.9518    00:00:05:44
  3311         1.1421    00:00:05:45
  3321         0.6536    00:00:05:45
  3331         1.0514    00:00:05:45
  3341         0.8621    00:00:05:46
  3351         0.7991    00:00:05:46
  3361         0.9518    00:00:05:47
  3371         0.8267    00:00:05:47
  3381         0.6521    00:00:05:47
  3391         0.8803    00:00:05:48
  3401         0.8685    00:00:05:48
  3411         0.9899    00:00:05:49
  3421         0.7106    00:00:05:50
  3431         1.2077    00:00:05:50
  3441         0.8928    00:00:05:51
  3451         0.4418    00:00:05:51
  3461         0.9435    00:00:05:51
  3471         0.5294    00:00:05:52
  3481         0.6199    00:00:05:52
  3491         1.0854    00:00:05:53
  3501         0.7644    00:00:05:53
  3511         1.0729    00:00:05:54
  3521         0.9007    00:00:05:54
  3531         0.8404    00:00:05:54
  3541         0.6424    00:00:05:55
  3551         0.7729    00:00:05:55
  3561         0.9818    00:00:05:56
  3571         0.7901    00:00:05:56
  3581         0.7283    00:00:05:57
  3591         0.7664    00:00:05:58
  3601         0.6849    00:00:05:58
  3611         0.8475    00:00:05:58
  3621         0.8745    00:00:05:59
  3631         0.9152    00:00:05:59
  3641         0.7544    00:00:06:00
  3651         0.9934    00:00:06:00
  3661         1.2877    00:00:06:01
  3671         0.8790    00:00:06:01
  3681         0.6853    00:00:06:01
  3691         0.9411    00:00:06:02
  3701         0.6907    00:00:06:03
  3711         0.7418    00:00:06:03
  3721         0.7920    00:00:06:04
  3731         0.7095    00:00:06:05
  3741         0.7610    00:00:06:05
  3751         0.6796    00:00:06:06
  3761         0.5893    00:00:06:06
  3771         0.7371    00:00:06:07
  3781         0.8249    00:00:06:07
  3791         0.4837    00:00:06:07
  3801         0.8000    00:00:06:08
  3811         1.1472    00:00:06:08
  3821         0.6618    00:00:06:09
  3831         0.9468    00:00:06:09
  3841         0.6291    00:00:06:09
  3851         0.8180    00:00:06:10
  3861         0.8188    00:00:06:10
  3871         0.9588    00:00:06:11
  3881         0.7722    00:00:06:11
  3891         0.8502    00:00:06:11
  3901         0.9191    00:00:06:12
  3911         0.7023    00:00:06:12
  3921         0.7586    00:00:06:13
  3931         0.7938    00:00:06:13
  3941         0.8287    00:00:06:13
  3951         0.7175    00:00:06:14
  3961         0.8213    00:00:06:14
  3971         0.8517    00:00:06:15
  3981         0.7778    00:00:06:15
  3991         0.7715    00:00:06:15
  4001         0.7784    00:00:06:16
  4011         1.0075    00:00:06:16
  4021         0.6005    00:00:06:16
  4031         0.7533    00:00:06:17
  4041         0.5324    00:00:06:17
  4051         0.8713    00:00:06:18
  4061         1.0708    00:00:06:18
  4071         1.1362    00:00:06:19
  4081         0.6889    00:00:06:19
  4091         0.6783    00:00:06:20
  4101         0.9517    00:00:06:20
  4111         0.8883    00:00:06:20
  4121         0.7939    00:00:06:21
  4131         0.7496    00:00:06:21
  4141         1.0424    00:00:06:22
  4151         0.8489    00:00:06:22
  4161         1.0429    00:00:06:23
  4171         1.0903    00:00:06:23
  4181         0.7080    00:00:06:24
  4191         0.7377    00:00:06:24
  4201         0.9640    00:00:06:25
  4211         0.7172    00:00:06:25
  4221         0.7940    00:00:06:25
  4231         0.8692    00:00:06:26
  4241         0.9493    00:00:06:26
  4251         0.6656    00:00:06:27
  4261         0.8952    00:00:06:27
  4271         0.8124    00:00:06:28
  4281         0.7895    00:00:06:28
  4291         0.7471    00:00:06:29
  4301         0.9649    00:00:06:29
  4311         1.0102    00:00:06:29
  4321         0.6978    00:00:06:30
  4331         0.7171    00:00:06:30
  4341         0.4917    00:00:06:31
  4351         0.7950    00:00:06:31
  4361         0.7261    00:00:06:32
  4371         0.8217    00:00:06:32
  4381         0.6142    00:00:06:33
  4391         0.9706    00:00:06:33
  4401         1.2522    00:00:06:33
  4411         0.8366    00:00:06:34
  4421         0.8171    00:00:06:34
  4431         0.9248    00:00:06:35
  4441         0.7806    00:00:06:35
  4451         0.5150    00:00:06:35
  4461         0.6446    00:00:06:36
  4471         0.9238    00:00:06:36
  4481         0.9101    00:00:06:37
  4491         0.6230    00:00:06:37
  4501         0.9120    00:00:06:38
  4511         0.9448    00:00:06:38
  4521         0.7321    00:00:06:38
  4531         0.7405    00:00:06:39
  4541         0.6443    00:00:06:39
  4551         0.8178    00:00:06:40
  4561         1.4380    00:00:06:40
  4571         0.9994    00:00:06:41
  4581         0.8303    00:00:06:41
  4591         0.9744    00:00:06:41
  4601         1.1520    00:00:06:42
  4611         0.7768    00:00:06:42
  4621         0.7249    00:00:06:43
  4631         0.7969    00:00:06:43
  4641         0.6687    00:00:06:44
  4651         0.6269    00:00:06:44
  4661         1.1105    00:00:06:45
  4671         0.7677    00:00:06:45
  4681         0.6067    00:00:06:45
  4691         1.0210    00:00:06:46
  4701         0.7277    00:00:06:46
  4711         0.6888    00:00:06:47
  4721         0.8971    00:00:06:47
  4731         1.0295    00:00:06:48
  4741         0.6570    00:00:06:48
  4751         0.7432    00:00:06:48
  4761         0.8549    00:00:06:49
  4771         0.7794    00:00:06:49
  4781         0.8925    00:00:06:50
  4791         0.7832    00:00:06:50
  4801         0.6030    00:00:06:51
  4811         0.6229    00:00:06:51
  4821         0.7283    00:00:06:52
  4831         0.8055    00:00:06:52
  4841         0.7381    00:00:06:52
  4851         0.8852    00:00:06:53
  4861         0.9410    00:00:06:54
  4871         0.7834    00:00:06:54
  4881         0.8053    00:00:06:55
  4891         0.7980    00:00:06:55
  4901         0.7838    00:00:06:55
  4911         0.9685    00:00:06:56
  4921         0.8220    00:00:06:56
  4931         1.1465    00:00:06:57
  4941         0.5480    00:00:06:57
  4951         0.5409    00:00:06:58
  4961         1.1002    00:00:06:58
  4971         0.7873    00:00:06:58
  4981         0.7774    00:00:06:59
  4991         0.8978    00:00:07:00
  5001         0.6688    00:00:07:00
  5011         0.7416    00:00:07:00
  5021         0.7419    00:00:07:01
  5031         0.7691    00:00:07:01
  5041         0.6447    00:00:07:02
  5051         0.6131    00:00:07:02
  5061         0.4994    00:00:07:02
  5071         0.7214    00:00:07:03
  5081         0.9752    00:00:07:03
  5091         0.7662    00:00:07:04
  5101         0.8238    00:00:07:04
  5111         0.9214    00:00:07:05
  5121         0.5006    00:00:07:05
  5131         0.8053    00:00:07:05
  5141         0.6778    00:00:07:06
  5151         0.7453    00:00:07:06
  5161         0.5283    00:00:07:07
  5171         0.5571    00:00:07:07
  5181         1.0554    00:00:07:07
  5191         0.6442    00:00:07:08
  5201         0.6344    00:00:07:08
  5211         0.8146    00:00:07:09
  5221         0.5913    00:00:07:09
  5231         0.9140    00:00:07:10
  5241         0.8308    00:00:07:10
  5251         0.9958    00:00:07:11
  5261         0.6587    00:00:07:11
  5271         0.6621    00:00:07:11
  5281         0.9552    00:00:07:12
  5291         0.6392    00:00:07:12
  5301         0.8596    00:00:07:13
  5311         0.8035    00:00:07:13
  5321         0.4172    00:00:07:13
  5331         0.6932    00:00:07:14
  5341         0.8645    00:00:07:14
  5351         0.9021    00:00:07:14
  5361         1.0138    00:00:07:15
  5371         0.5634    00:00:07:15
  5381         0.8583    00:00:07:16
  5391         0.5081    00:00:07:16
  5401         0.8254    00:00:07:17
  5411         0.5750    00:00:07:17
  5421         0.6528    00:00:07:18
  5431         0.4412    00:00:07:18
  5441         0.7336    00:00:07:19
  5451         0.6661    00:00:07:19
  5461         0.9637    00:00:07:20
