  iter           loss   elapsed_time
     0         1.8110    00:00:00:00
    10         1.5638    00:00:00:00
    20         1.5557    00:00:00:00
    30         1.4742    00:00:00:00
    40         1.3487    00:00:00:01
    50         1.4983    00:00:00:01
    60         1.3369    00:00:00:01
    70         1.2456    00:00:00:01
    80         1.3309    00:00:00:01
    90         1.3437    00:00:00:02
   100         1.1861    00:00:00:02
   110         1.3288    00:00:00:02
   120         1.1342    00:00:00:02
   130         1.1266    00:00:00:02
   140         0.8795    00:00:00:02
   150         1.2730    00:00:00:03
   160         1.3151    00:00:00:03
   170         1.3175    00:00:00:03
   180         1.0013    00:00:00:03
   190         0.9821    00:00:00:03
   200         1.1140    00:00:00:04
   210         1.0599    00:00:00:04
   220         0.9515    00:00:00:04
   230         1.1287    00:00:00:04
   240         1.1752    00:00:00:04
   250         0.8494    00:00:00:05
   260         1.2048    00:00:00:05
   270         1.1344    00:00:00:05
   280         1.3558    00:00:00:05
   290         1.3456    00:00:00:05
   300         1.1138    00:00:00:06
   310         0.8337    00:00:00:06
   320         0.9863    00:00:00:06
   330         0.6715    00:00:00:06
   340         0.7678    00:00:00:06
   350         1.1728    00:00:00:07
   360         1.0852    00:00:00:07
   370         1.0122    00:00:00:07
   380         0.8935    00:00:00:07
   390         0.9024    00:00:00:07
   400         0.9844    00:00:00:08
   410         0.9897    00:00:00:08
   420         0.9570    00:00:00:08
   430         0.9330    00:00:00:08
   440         0.9187    00:00:00:08
   450         0.9876    00:00:00:09
   460         0.9890    00:00:00:09
   470         0.5850    00:00:00:09
   480         1.3020    00:00:00:09
   490         0.8303    00:00:00:09
   500         0.6946    00:00:00:10
   510         0.9564    00:00:00:10
   520         0.8428    00:00:00:10
   530         0.8429    00:00:00:10
   540         0.8656    00:00:00:10
   550         0.8715    00:00:00:11
   560         0.8495    00:00:00:11
   570         1.1120    00:00:00:11
   580         1.1064    00:00:00:11
   590         0.6552    00:00:00:11
   600         0.9169    00:00:00:12
   610         1.0332    00:00:00:12
   620         1.1018    00:00:00:12
   630         0.7911    00:00:00:12
   640         0.5721    00:00:00:12
   650         1.1626    00:00:00:13
   660         0.5224    00:00:00:13
   670         0.7496    00:00:00:13
   680         0.7557    00:00:00:13
   690         0.7925    00:00:00:13
   700         0.8674    00:00:00:14
   710         0.9699    00:00:00:14
   720         0.7831    00:00:00:14
   730         0.9467    00:00:00:14
   740         0.7035    00:00:00:14
   750         0.5322    00:00:00:15
   760         1.0376    00:00:00:15
   770         0.9644    00:00:00:15
