  iter           loss   elapsed_time
     0         1.8047    00:00:00:00
    10         1.8056    00:00:00:00
    20         1.7750    00:00:00:00
    30         1.7317    00:00:00:00
    40         1.7026    00:00:00:00
    50         1.7018    00:00:00:01
    60         1.6505    00:00:00:01
    70         1.5540    00:00:00:01
    80         1.4099    00:00:00:01
    90         1.2904    00:00:00:01
   100         1.2773    00:00:00:01
   110         1.4417    00:00:00:02
   120         1.3217    00:00:00:02
   130         1.3536    00:00:00:02
   140         1.3009    00:00:00:02
   150         1.2817    00:00:00:02
   160         1.6142    00:00:00:03
   170         1.5798    00:00:00:03
   180         1.4314    00:00:00:03
   190         1.2581    00:00:00:03
   200         1.2335    00:00:00:03
   210         1.5944    00:00:00:03
   220         1.3725    00:00:00:04
   230         1.3058    00:00:00:04
   240         1.5012    00:00:00:04
   250         1.3930    00:00:00:04
   260         1.3934    00:00:00:04
   270         1.3249    00:00:00:05
   280         1.3803    00:00:00:05
   290         1.2262    00:00:00:05
   300         1.3039    00:00:00:05
   310         1.5326    00:00:00:05
   320         1.1957    00:00:00:05
   330         1.2777    00:00:00:06
   340         1.3400    00:00:00:06
   350         1.3774    00:00:00:06
   360         1.2071    00:00:00:06
   370         1.2112    00:00:00:06
   380         1.5539    00:00:00:07
   390         1.0637    00:00:00:07
   400         1.3314    00:00:00:07
   410         1.3685    00:00:00:07
   420         1.4666    00:00:00:07
   430         1.0454    00:00:00:07
   440         1.2455    00:00:00:08
   450         1.2157    00:00:00:08
   460         1.0936    00:00:00:08
   470         1.3027    00:00:00:08
   480         1.2750    00:00:00:08
   490         1.4058    00:00:00:09
   500         1.0994    00:00:00:09
   510         1.3300    00:00:00:09
   520         1.3540    00:00:00:09
   530         1.2434    00:00:00:09
   540         1.3055    00:00:00:09
   550         1.1080    00:00:00:10
   560         1.2968    00:00:00:10
   570         1.1562    00:00:00:10
   580         1.3454    00:00:00:10
   590         1.3303    00:00:00:10
   600         1.2730    00:00:00:11
   610         1.3317    00:00:00:11
   620         1.4451    00:00:00:11
   630         1.0183    00:00:00:11
   640         1.2961    00:00:00:11
   650         1.0455    00:00:00:11
   660         1.1224    00:00:00:12
   670         1.0757    00:00:00:12
   680         1.3728    00:00:00:12
   690         1.0293    00:00:00:12
   700         1.1332    00:00:00:12
   710         1.2421    00:00:00:13
   720         1.1733    00:00:00:13
   730         1.3588    00:00:00:13
   740         1.0506    00:00:00:13
   750         1.2748    00:00:00:13
   760         1.2912    00:00:00:13
   770         1.1889    00:00:00:14
   780         1.2110    00:00:00:14
   790         1.1481    00:00:00:14
   800         1.2380    00:00:00:14
   810         1.1199    00:00:00:14
   820         1.2182    00:00:00:15
   830         1.1423    00:00:00:15
   840         1.0887    00:00:00:15
   850         1.0920    00:00:00:15
   860         1.1205    00:00:00:15
   870         1.4048    00:00:00:15
   880         1.3163    00:00:00:16
   890         1.1120    00:00:00:16
   900         0.9812    00:00:00:16
   910         1.2860    00:00:00:16
   920         1.3359    00:00:00:16
   930         1.3462    00:00:00:17
   940         1.0312    00:00:00:17
   950         1.0598    00:00:00:17
   960         0.9741    00:00:00:17
   970         1.1714    00:00:00:17
   980         1.0638    00:00:00:17
   990         1.0465    00:00:00:18
  1000         0.9692    00:00:00:18
  1010         1.2833    00:00:00:18
  1020         0.9975    00:00:00:18
  1030         1.4756    00:00:00:18
  1040         1.0624    00:00:00:18
  1050         1.2463    00:00:00:19
  1060         0.7900    00:00:00:19
  1070         0.9631    00:00:00:19
  1080         1.0661    00:00:00:19
  1090         1.3603    00:00:00:19
  1100         1.0332    00:00:00:20
  1110         0.9789    00:00:00:20
  1120         0.8797    00:00:00:20
  1130         0.9171    00:00:00:20
  1140         1.0643    00:00:00:20
  1150         1.1371    00:00:00:20
  1160         1.0754    00:00:00:21
  1170         0.9943    00:00:00:21
  1180         0.8641    00:00:00:21
  1190         1.0511    00:00:00:21
  1200         0.8360    00:00:00:21
  1210         0.9021    00:00:00:22
  1220         1.1659    00:00:00:22
  1230         1.0014    00:00:00:22
  1240         0.9273    00:00:00:22
  1250         1.0614    00:00:00:22
  1260         1.2534    00:00:00:22
  1270         1.2657    00:00:00:23
  1280         0.8732    00:00:00:23
  1290         1.1178    00:00:00:23
  1300         0.9051    00:00:00:23
  1310         1.1075    00:00:00:23
  1320         0.9391    00:00:00:24
  1330         1.0555    00:00:00:24
  1340         0.9107    00:00:00:24
  1350         0.9644    00:00:00:24
  1360         1.0385    00:00:00:24
  1370         0.8796    00:00:00:24
  1380         1.1182    00:00:00:25
  1390         0.7245    00:00:00:25
  1400         1.0326    00:00:00:25
  1410         1.0259    00:00:00:25
  1420         0.9996    00:00:00:25
  1430         0.8623    00:00:00:26
  1440         1.1928    00:00:00:26
  1450         0.8507    00:00:00:26
  1460         0.9080    00:00:00:26
  1470         0.9959    00:00:00:26
  1480         0.6614    00:00:00:26
  1490         0.7612    00:00:00:27
  1500         1.0156    00:00:00:27
  1510         0.9447    00:00:00:27
  1520         1.1514    00:00:00:27
  1530         1.1971    00:00:00:27
  1540         0.9469    00:00:00:28
  1550         1.1299    00:00:00:28
  1560         0.9304    00:00:00:28
  1570         0.9675    00:00:00:28
  1580         0.7610    00:00:00:28
  1590         1.1853    00:00:00:28
  1600         0.9368    00:00:00:29
  1610         0.9592    00:00:00:29
  1620         1.0731    00:00:00:29
  1630         0.8144    00:00:00:29
  1640         1.0115    00:00:00:29
  1650         0.9338    00:00:00:30
  1660         1.1585    00:00:00:30
  1670         1.4481    00:00:00:30
  1680         0.9745    00:00:00:30
  1690         0.8716    00:00:00:30
  1700         1.0826    00:00:00:30
  1710         0.9966    00:00:00:31
  1720         1.2646    00:00:00:31
  1730         0.9712    00:00:00:31
  1740         0.9601    00:00:00:31
  1750         0.8771    00:00:00:31
  1760         0.7627    00:00:00:32
  1770         0.8611    00:00:00:32
  1780         1.0613    00:00:00:32
  1790         1.0321    00:00:00:32
  1800         0.5722    00:00:00:32
  1810         0.9257    00:00:00:32
  1820         0.9939    00:00:00:33
  1830         0.7174    00:00:00:33
  1840         0.6442    00:00:00:33
  1850         0.7601    00:00:00:33
  1860         0.9486    00:00:00:33
  1870         1.0051    00:00:00:33
  1880         1.0639    00:00:00:34
  1890         1.1550    00:00:00:34
  1900         0.9759    00:00:00:34
  1910         0.8514    00:00:00:34
  1920         0.7823    00:00:00:34
  1930         0.9598    00:00:00:35
  1940         0.9288    00:00:00:35
  1950         0.8970    00:00:00:35
  1960         1.3972    00:00:00:35
  1970         1.0259    00:00:00:35
  1980         1.0341    00:00:00:35
  1990         0.7154    00:00:00:36
  2000         1.2123    00:00:00:36
  2010         1.0097    00:00:00:36
  2020         0.8958    00:00:00:36
  2030         0.6178    00:00:00:36
  2040         0.8271    00:00:00:37
  2050         0.9296    00:00:00:37
  2060         1.0662    00:00:00:37
  2070         1.0079    00:00:00:37
  2080         1.1469    00:00:00:37
  2090         1.1346    00:00:00:37
  2100         0.7258    00:00:00:38
  2110         0.9700    00:00:00:38
  2120         0.7461    00:00:00:38
  2130         1.0620    00:00:00:38
  2140         0.9466    00:00:00:38
  2150         0.9487    00:00:00:39
  2160         0.8182    00:00:00:39
  2170         0.9866    00:00:00:39
