  iter           loss   elapsed_time
     0         1.7930    00:00:00:00
    10         1.7905    00:00:00:00
    20         1.7475    00:00:00:00
    30         1.7541    00:00:00:00
    40         1.7231    00:00:00:00
    50         1.6809    00:00:00:01
    60         1.6898    00:00:00:01
    70         1.5736    00:00:00:01
    80         1.6848    00:00:00:01
    90         1.6108    00:00:00:01
   100         1.3903    00:00:00:02
   110         1.4028    00:00:00:02
   120         1.4739    00:00:00:02
   130         1.4383    00:00:00:02
   140         1.5660    00:00:00:02
   150         1.1109    00:00:00:03
   160         1.5597    00:00:00:03
   170         1.4002    00:00:00:03
   180         1.3916    00:00:00:03
   190         1.3010    00:00:00:03
   200         1.4196    00:00:00:04
   210         1.1483    00:00:00:04
   220         1.4495    00:00:00:04
   230         1.6259    00:00:00:04
   240         1.4130    00:00:00:04
   250         1.3169    00:00:00:05
   260         1.2298    00:00:00:05
   270         1.1569    00:00:00:05
   280         1.5417    00:00:00:05
   290         1.4815    00:00:00:05
   300         1.3249    00:00:00:06
   310         1.2831    00:00:00:06
   320         1.5898    00:00:00:06
   330         1.2262    00:00:00:06
   340         1.2096    00:00:00:06
   350         1.1944    00:00:00:07
   360         1.2638    00:00:00:07
   370         1.3357    00:00:00:07
   380         1.6306    00:00:00:07
   390         1.1543    00:00:00:07
   400         1.4524    00:00:00:08
   410         1.2682    00:00:00:08
   420         1.7412    00:00:00:08
   430         1.0661    00:00:00:08
   440         1.3586    00:00:00:08
   450         1.3622    00:00:00:09
   460         1.3011    00:00:00:09
   470         1.1326    00:00:00:09
   480         1.4116    00:00:00:09
   490         1.3105    00:00:00:09
   500         1.3529    00:00:00:10
   510         1.3068    00:00:00:10
   520         1.5648    00:00:00:10
   530         1.3980    00:00:00:10
   540         1.2754    00:00:00:10
   550         1.3411    00:00:00:11
   560         1.1241    00:00:00:11
   570         1.0536    00:00:00:11
   580         1.4462    00:00:00:11
   590         1.3800    00:00:00:11
   600         1.1154    00:00:00:12
   610         1.4205    00:00:00:12
   620         1.1285    00:00:00:12
   630         1.2861    00:00:00:12
   640         1.3150    00:00:00:12
   650         1.0719    00:00:00:12
