  iter           loss   elapsed_time
     0         1.9107    00:00:00:00
    10         2.0151    00:00:00:00
    20         1.2757    00:00:00:00
    30         1.3847    00:00:00:01
    40         1.2082    00:00:00:01
    50         1.2207    00:00:00:01
    60         0.9948    00:00:00:02
    70         1.0986    00:00:00:02
    80         0.8841    00:00:00:02
    90         1.0002    00:00:00:03
   100         0.7662    00:00:00:03
   110         0.9644    00:00:00:03
   120         0.7386    00:00:00:04
   130         0.8936    00:00:00:04
   140         0.8776    00:00:00:04
   150         1.0381    00:00:00:05
   160         0.8285    00:00:00:05
   170         0.7714    00:00:00:05
   180         0.6917    00:00:00:06
   190         0.7411    00:00:00:06
   200         0.7233    00:00:00:06
   210         0.6107    00:00:00:07
   220         0.6700    00:00:00:07
   230         0.7971    00:00:00:07
   240         0.8530    00:00:00:08
   250         0.6268    00:00:00:08
   260         0.8096    00:00:00:08
   270         0.5740    00:00:00:09
   280         0.6291    00:00:00:09
   290         0.7689    00:00:00:09
   300         0.5362    00:00:00:10
   310         0.8796    00:00:00:10
   320         0.7814    00:00:00:10
   330         0.4666    00:00:00:11
   340         0.5968    00:00:00:11
   350         0.6965    00:00:00:11
   360         1.0610    00:00:00:12
   370         0.7923    00:00:00:12
   380         0.9285    00:00:00:12
   390         0.8308    00:00:00:13
   400         0.8550    00:00:00:13
   410         0.4175    00:00:00:13
   420         0.7260    00:00:00:14
   430         0.8209    00:00:00:14
   440         0.8257    00:00:00:14
   450         0.7574    00:00:00:15
   460         0.7547    00:00:00:15
   470         0.6206    00:00:00:15
   480         0.9847    00:00:00:16
   490         0.7383    00:00:00:16
   500         0.8794    00:00:00:16
   510         0.8099    00:00:00:17
   520         0.7345    00:00:00:17
   530         0.7244    00:00:00:17
   540         0.4996    00:00:00:18
   550         0.8512    00:00:00:18
   560         0.6615    00:00:00:18
   570         0.9468    00:00:00:19
   580         0.4608    00:00:00:19
   590         0.3976    00:00:00:19
   600         0.6546    00:00:00:20
   610         0.5337    00:00:00:20
   620         0.7723    00:00:00:20
   630         0.5516    00:00:00:21
   640         0.6845    00:00:00:21
   650         0.6994    00:00:00:21
   660         0.6168    00:00:00:22
   670         0.7372    00:00:00:22
   680         0.5317    00:00:00:23
   690         0.6797    00:00:00:23
   700         0.8730    00:00:00:23
   710         0.6767    00:00:00:24
   720         0.5156    00:00:00:24
   730         0.5910    00:00:00:24
   740         0.5548    00:00:00:25
   750         0.7378    00:00:00:25
   760         0.5332    00:00:00:25
   770         0.4250    00:00:00:26
   780         0.7753    00:00:00:26
   790         0.7547    00:00:00:26
   800         0.5567    00:00:00:27
   810         0.6232    00:00:00:27
   820         0.7961    00:00:00:27
   830         0.5704    00:00:00:28
   840         0.8274    00:00:00:28
   850         1.1003    00:00:00:28
   860         0.4927    00:00:00:29
   870         0.9168    00:00:00:29
   880         0.5518    00:00:00:29
   890         0.7036    00:00:00:30
   900         0.6025    00:00:00:30
   910         0.6752    00:00:00:30
   920         0.4811    00:00:00:31
   930         0.5721    00:00:00:31
   940         0.4824    00:00:00:31
   950         0.6080    00:00:00:32
   960         0.6484    00:00:00:32
   970         0.5473    00:00:00:32
   980         0.5030    00:00:00:33
   990         0.7863    00:00:00:33
  1000         0.6500    00:00:00:33
  1010         0.6940    00:00:00:34
  1020         0.6820    00:00:00:34
  1030         0.4836    00:00:00:34
  1040         0.6359    00:00:00:35
  1050         0.5191    00:00:00:35
  1060         0.5324    00:00:00:35
  1070         0.7581    00:00:00:36
  1080         0.7058    00:00:00:36
  1090         0.5895    00:00:00:36
  1100         0.7858    00:00:00:37
  1110         0.5205    00:00:00:37
  1120         0.7190    00:00:00:37
  1130         0.5591    00:00:00:38
  1140         0.6949    00:00:00:38
  1150         0.7421    00:00:00:38
  1160         0.8600    00:00:00:39
  1170         0.6031    00:00:00:39
  1180         0.7601    00:00:00:39
  1190         0.4680    00:00:00:40
  1200         0.6580    00:00:00:40
  1210         0.6656    00:00:00:40
  1220         0.5462    00:00:00:41
  1230         0.5193    00:00:00:41
  1240         0.4601    00:00:00:41
  1250         0.6585    00:00:00:42
  1260         0.7209    00:00:00:42
  1270         0.4351    00:00:00:42
  1280         0.9522    00:00:00:43
  1290         0.4334    00:00:00:43
  1300         0.6244    00:00:00:43
  1310         0.6308    00:00:00:44
  1320         0.6746    00:00:00:44
  1330         0.5460    00:00:00:44
  1340         0.3943    00:00:00:45
  1350         0.4898    00:00:00:45
  1360         0.6073    00:00:00:45
  1370         0.5691    00:00:00:46
  1380         0.4983    00:00:00:46
  1390         0.6727    00:00:00:46
